title,description,Genre,Actors,Poster,imdb_score,tags
Wentworth,Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.,"Crime, Drama","Katrina Milosevic, Robbie Magasiva, Kate Atkinson, Jacqueline Brennan",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4NTM1ODQ2MF5BMl5BanBnXkFtZTgwMzY1OTM3MzE@._V1_SX300.jpg,8.6,"Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.SHOWCrime, DramaAUKatrina Milosevic, Robbie Magasiva, Kate Atkinson, Jacqueline Brennan"
Madam Secretary,"After years away from the CIA, Elizabeth McCord is pulled back into the political arena. The newly appointed Secretary of State is tough, fair and smart driving international diplomacy, wrangling office politics and circumventing protocol as she negotiates global and domestic issues, both at the White House and at home.",Drama,"Téa Leoni, Tim Daly, Erich Bergen, Zeljko Ivanek",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI1NzE4ODczOF5BMl5BanBnXkFtZTgwMzQ4NDQwMDI@._V1_SX300.jpg,7.6,"After years away from the CIA, Elizabeth McCord is pulled back into the political arena. The newly appointed Secretary of State is tough, fair and smart driving international diplomacy, wrangling office politics and circumventing protocol as she negotiates global and domestic issues, both at the White House and at home.SHOWDramaUSTéa Leoni, Tim Daly, Erich Bergen, Zeljko Ivanek"
Z Nation,"Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.","Action, Comedy, Drama, Horror, Romance, Sci-Fi","Russell Hodgkinson, Nat Zang, Kellita Smith, Keith Allan",https://images-na.ssl-images-amazon.com/images/M/MV5BNzg0NTE4NjMwN15BMl5BanBnXkFtZTgwOTY3NTc2NjE@._V1_SX300.jpg,6.6,"Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.SHOWAction, Comedy, Drama, Horror, Romance, Sci-FiUSRussell Hodgkinson, Nat Zang, Kellita Smith, Keith Allan"
Derek,Derek is a loyal nursing home caretaker who sees only the good in his quirky co-workers as they struggle against prejudice and shrinking budgets to care for their elderly residents.,"Comedy, Drama","David Earl, Tim Barlow, Ricky Gervais, Kerry Godliman",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NzA0ODIzMl5BMl5BanBnXkFtZTgwMDg5NzMxMDE@._V1_SX300.jpg,8.1,"Derek is a loyal nursing home caretaker who sees only the good in his quirky co-workers as they struggle against prejudice and shrinking budgets to care for their elderly residents.SHOWComedy, DramaGBDavid Earl, Tim Barlow, Ricky Gervais, Kerry Godliman"
Hemlock Grove,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.","Drama, Horror, Mystery, Thriller","Famke Janssen, Joel de la Fuente, Bill Skarsgård, Landon Liboiron",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MTg0NDU0OTReQTJeQWpwZ15BbWU4MDg3ODI0ODEx._V1_SX300.jpg,7.0,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.SHOWDrama, Horror, Mystery, ThrillerUSFamke Janssen, Joel de la Fuente, Bill Skarsgård, Landon Liboiron"
Sofia the First,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.","Animation, Adventure, Comedy, Family, Fantasy, Musical","Ariel Winter, Travis Willingham, Sara Ramirez, Jim Cummings",https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxOTY4ODc0NV5BMl5BanBnXkFtZTgwNDcyMjEzMDE@._V1_SX300.jpg,6.8,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.SHOWAnimation, Adventure, Comedy, Family, Fantasy, MusicalUSAriel Winter, Travis Willingham, Sara Ramirez, Jim Cummings"
Sailor Moon Crystal,Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.,"Animation, Action, Drama, Fantasy, Romance","Michelle Ruff, Kotono Mitsuishi, Ryô Hirohashi, Kenji Nojima",https://images-na.ssl-images-amazon.com/images/M/MV5BZDFkNGZjMzQtYWE0MS00NGNkLTliNzctYjgzMTY5MTllODVhXkEyXkFqcGdeQXVyMzc5ODkzNDE@._V1_SX300.jpg,7.8,"Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.SHOWAnimation, Action, Drama, Fantasy, RomanceJPMichelle Ruff, Kotono Mitsuishi, Ryô Hirohashi, Kenji Nojima"
Lovesick,"After finding out he has an STI, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.",Comedy,"Johnny Flynn, Daniel Ings, Antonia Thomas, Joshua McGuire",https://m.media-amazon.com/images/M/MV5BMzdjNDU5ZTEtNTA3OC00MmZkLTk0MDAtNDM1OTg3Y2NmZGM1XkEyXkFqcGdeQXVyMjA4Njg4OTQ@._V1_SX300.jpg,8.1,"After finding out he has an STI, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.SHOWComedyGBJohnny Flynn, Daniel Ings, Antonia Thomas, Joshua McGuire"
Shtisel,"Akiva and Shulem Shtisel, father and son, sit on a little balcony overlooking streets of the Geula neighborhood of Jerusalem. A year has passed since the mother died. All the other children have left the nest, and only Shulam and Akiva remain - quarreling, making up, and laughing about themselves and the rest of the world. All will change when Akiva meets Elisheva.",Drama,"Shira Haas, Doval'e Glickman, Michael Aloni, Neta Riskin",https://images-na.ssl-images-amazon.com/images/M/MV5BYjQ3MGNkN2MtZjUxZC00NjdmLWE4ZmItMGU4YTkwOWYxOGRhXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg,8.6,"Akiva and Shulem Shtisel, father and son, sit on a little balcony overlooking streets of the Geula neighborhood of Jerusalem. A year has passed since the mother died. All the other children have left the nest, and only Shulam and Akiva remain - quarreling, making up, and laughing about themselves and the rest of the world. All will change when Akiva meets Elisheva.SHOWDramaILShira Haas, Doval'e Glickman, Michael Aloni, Neta Riskin"
The Irregular at Magic High School,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,"Animation, Action, Drama, Fantasy, Romance","Yûichi Nakamura, Kana Hanazawa, Saori Hayami, Yumi Uchiyama",http://ia.media-imdb.com/images/M/MV5BYjc5NjZjM2MtODFjOC00MmMzLThhNmEtOGE4MWY2YzZjODk1XkEyXkFqcGdeQXVyNjUyNjMwMjI@._V1_SX300.jpg,7.1,"In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.SHOWAnimation, Action, Drama, Fantasy, RomanceJPYûichi Nakamura, Kana Hanazawa, Saori Hayami, Yumi Uchiyama"
Tiny House Nation,Tiny House Nation takes renovation experts John Weisbarth and Zack Griffinh across America to help design and construct tiny dream homes in spaces under 500 square feet. Tiny House Nation proves size doesn't matter it's creative that counts!,Reality-TV,"Zack Giffin, John Weisbarth",https://m.media-amazon.com/images/M/MV5BNTAzNTYzNDI0N15BMl5BanBnXkFtZTgwMDczNDgwNzM@._V1_SX300.jpg,7.1,"Tiny House Nation takes renovation experts John Weisbarth and Zack Griffinh across America to help design and construct tiny dream homes in spaces under 500 square feet. Tiny House Nation proves size doesn't matter it's creative that counts!SHOWReality-TVUSZack Giffin, John Weisbarth"
Ever After High,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).","Animation, Adventure, Comedy, Drama, Family, Fantasy, Music, Romance","Valerie Arem, Jamieson Price, Cindy Robinson, Todd Haberkorn",https://images-na.ssl-images-amazon.com/images/M/MV5BY2FkYTczN2QtOWFiNy00M2E3LWIxYjgtZTdkMzc1NjhmMGM0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,7.7,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).SHOWAnimation, Adventure, Comedy, Drama, Family, Fantasy, Music, RomanceCAValerie Arem, Jamieson Price, Cindy Robinson, Todd Haberkorn"
Yowamushi Pedal,"Sakamichi Onada is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.",Drama,"Yûya Asato, Ryôma Baba, Naoya Gômoto, Taiga Fukazawa",https://images-na.ssl-images-amazon.com/images/M/MV5BNzhlYmJhMzMtYTk1OC00NWIyLTkzZDgtM2VkMjkyNGRmZjNhL2ltYWdlXkEyXkFqcGdeQXVyMjI5MjU5OTI@._V1_SX300.jpg,7.7,"Sakamichi Onada is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.SHOWDramaJPYûya Asato, Ryôma Baba, Naoya Gômoto, Taiga Fukazawa"
Black Money Love,"Ömer is a police officer. After the death of his fiancée, he suffers great pain. The body of Sibel, Ömer's fiancée, was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Ömer realizes that there is more behind her suspicious murder","Action, Crime, Drama, Mystery, Romance","Erkan Can, Damla Colbay, Engin Akyürek, Tuba Büyüküstün",https://m.media-amazon.com/images/M/MV5BNDhlN2JlNDgtNTNjZC00YzcyLWIyN2ItNDkxMmQ3YzdjYTlhXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,7.4,"Ömer is a police officer. After the death of his fiancée, he suffers great pain. The body of Sibel, Ömer's fiancée, was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Ömer realizes that there is more behind her suspicious murderSHOWAction, Crime, Drama, Mystery, RomanceTRErkan Can, Damla Colbay, Engin Akyürek, Tuba Büyüküstün"
Mako Mermaids: An H2O Adventure,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako.

Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.","Adventure, Comedy, Drama, Family, Fantasy, Romance","Chai Hansen, Rowan Hills, Dominic Deutscher, Gemma Forsyth",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzEwMTc0NF5BMl5BanBnXkFtZTgwMTM1OTAxMzE@._V1_SX300.jpg,6.7,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako.

Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.SHOWAdventure, Comedy, Drama, Family, Fantasy, RomanceAUChai Hansen, Rowan Hills, Dominic Deutscher, Gemma Forsyth"
Senora Acero,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.","Crime, Drama, Romance","Michel Duval, Oscar Priego, Aurora Gil, Jorge Zárate",https://images-na.ssl-images-amazon.com/images/M/MV5BYzQ4NzFmNTgtNjgyZi00NjJhLWI2NGQtMGUxYTc5YTMwZTY3XkEyXkFqcGdeQXVyMTcxNTYyMjM@._V1_SX300.jpg,6.8,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.SHOWCrime, Drama, RomanceUSMichel Duval, Oscar Priego, Aurora Gil, Jorge Zárate"
